(1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0), 11
(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0), 11
(0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1), 12
(0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0), 12
(0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0), 13
(1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0), 15
(0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0), 15
(0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0), 16
(0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1), 16
(0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0), 16
(1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0), 17
(0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0), 19
(1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0), 19
(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0), 20
(1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1), 22
(1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0), 22
(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0), 22
(0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0), 24
(0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1), 24
(1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0), 24
(0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0), 25
(1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0), 25
(1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1), 26
(0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1), 26
(0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1), 26
(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0), 27
(1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0), 27
(0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1), 28
(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0), 31
(1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1), 32
(0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0), 33
(0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1), 35
(1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0), 36
(1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0), 36
(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0), 37
(0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1), 40
(1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0), 40
(0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1), 43
(0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1), 46
(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0), 46
(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0), 51
(0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0), 58
(1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0), 58
(0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1), 59
(0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0), 60
(0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1), 62
(0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1), 63
(0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0), 67
(0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1), 69
(0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1), 76
(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0), 78
(1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0), 82
(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0), 89
(0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1), 94
(0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1), 95
(0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0), 97
(0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0), 101
(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0), 118
(0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1), 128
(1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1), 129
(1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0), 134
(0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0), 154
(0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1), 155
(0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0), 157
(0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1), 158
(0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0), 162
(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1), 171
(1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0), 173
(0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0), 192
(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1), 211
(0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1), 212
(0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1), 219
(0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0), 224
(0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1), 225
(1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0), 225
(0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1), 231
(1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0), 250
(1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0), 252
(0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0), 260
(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1), 270
(0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0), 274
(0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0), 295
(0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0), 323
(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0), 323
(0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0), 346
(0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1), 385
(0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1), 397
(0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1), 404
(0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0), 431
(1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0), 452
(0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0), 498
(1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0), 520
(0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0), 574
(0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0), 605
(0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0), 614
(0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1), 643
(0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0), 644
(1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0), 665
(0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0), 702
(1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0), 705
(1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0), 710
(0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0), 718
(0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1), 729
(0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1), 734
(0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0), 793
(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0), 806
(0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1), 819
(1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0), 865
(1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0), 871
(1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0), 892
(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), 1131
(0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0), 1321
(1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0), 1348
(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1), 1354
(0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0), 1534
(0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0), 1551
(0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0), 1628
(0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1), 1696
(0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1), 1851
(1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0), 2301
(0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0), 3109
(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0), 3713
(0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1), 4507
(0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0), 4680
(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0), 4974
(0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1), 5463
(0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0), 5838
